index_id,category,text
1592,science/technology,གི་རིཀ་གི་ཤེས་བྱ་མར་ཉམས་འགྱོ་མི་དང་འབྲེལ་ ནུབ་ཕྱོགས་ཀྱིས་ ཁོང་ར་རང་ གི་རིཀ་གི་གྲུབ་མཐའ་དང་ཚན་རིག་འབྱུང་ས་ལས་ བཏོན་བཏང་བཏངམ་བཟུམ་མཐོང་ནུག
1344,science/technology,ཆུ་རླུང་རྡུལ་ཕྲན་འདི་ ཁོ་ར་ལས་ གློག་རྡུལ་འདི་ བཏོན་བཀོ་སྟེ་ གློག་ལྡན་རྡུལ་ཕྲན་རྐྱངམ་གཅིག་ཡོད་མི་ལུ་སླབ་ཨིན།
556,science/technology,རྡུལ་ཕྲན་འདི་ དངོས་རྫས་ཆ་མཉམ་གྱི་ཆ་ཤེས་ངོ་མ་ཅིག་ཨིན་མས།
1645,science/technology,སྒང་ཏོ་གུར་ལུ་བལྟ་སྟེ་ ཤིང་རྟ་ལྗིད་ཅན་ཅིག་ ཕུད་བདའ་དོ་བཟུམ་ཅིག་ཨིན་མས། ནའུ་ཀིལི་ཡསི་འདི་ ཡར་བལྟ་བགོ་སྟེ་ སྟོབས་ཤུགས་ལ་ལུ་ཅིག་ ལོག་སྟེ་བཏང་ནི་ཚུ་ཨིན་མས།
555,sports,ཅ་ཆས་ཚུ་གིས་ ཁེ་ཕན་ག་ནི་ཡང་མེད་རུང་ ལུས་རྩལཔ་ཚུ་གིས་ ཅ་ཆས་དགོཔ་སྦེ་རང་ འཚོར་དོ་ཡོདཔ་ཨིན།
195,sports,མ་ས་འདི་ སྤྱི་ལོ་༢༠༠༩ལོའི་ གཞན་མི་འགྲན་བསྡུར་ཚུ་ནང་ལུ་ བཅའ་མར་མི་གཏོགས་ནི་སྦེ་སྡོད་ཡོདཔ་ཨིན།
553,sports,རིང་ཚད་བར་ན་སྐོརམ་གི་ནང་ལུ་ རྒྱུག་ནི་འདི་ གཞན་མི་དབྱེ་ཁག་ཚུ་དང་ཕྱདཔ་ད་ལུ་ ཟད་འགྲོ་ཡངས་དོ་ཡོད་རུང་ འདི་ནང་ལུ་ བཅའ་མར་གཏོགས་ནི་གི་དོན་ལས་ ཅ་ཆས་དག་པ་ཅིག་དགོ་མི་གི་ཐད་ཁར་གོ་དོན་ལེ་ཤ་ཅིག་རང་ ཕྱི་གྱུར་སྦེ་གོ་སྟེ་འདུག
32,sports,ཨོ་ལོན་སོ་གི་ཧེ་མ་འགྱོ་མི་སྣུམ་འཁོར་འདི་ ཉེན་སྲུང་སྣུམ་འཁོར་དང་མཉམ་ མར་ཁུ་བླུགས་པ་འགྱོ་སྡོདཔ་ད་ ཁོ་གིས་ གདོང་ཁ་ལུ་རྒྱུགས་ཏེ་རྒྱལ་ཁ་ཐོབ་ཅི།
13,sports,ན་དཱལ་གྱིས་་ སྐུགས་བརྒྱ་ཆ་༨༨འདི་ དྲྭ་བ་གི་རྩ་བ་ལས་ཐོབ་ཡོདཔ་ད་ སྐུགས་༧༦འདི་ འགོ་ཐོག་སརཕ་རྐྱབ་ད་ལུ་ བཟོ་ནུག
688,travel,དུས་ཚོད་ཉུང་སུ་ཅིག་ཡོད་མི་ ལྟ་སྐོར་པ་ཚུ་ ག་ཏེ་གུ་ཏེ་ལས་ཕར་སྡོད་པ་ཅིན་ལེགས་ཤོམ་འོང་།
1764,travel,ད་རུང་ དོམ་དང་གཞན་མི་སེམས་ཅན་ཚུ་གིས་ དྲིམ་ལུ་དགའ་དོ་ཡོདཔ་ལས་ དྲིམ་ཡོད་པའི་བཞེས་སྒོ་འབད་ནི་དང་འབག་ནི་ཚུ་ལས་འཛེམ་དགོ་ནི་ཨིནམ་མ་ཚད་ སྡོད་སའི་ས་སྒོ་ཚུ་ཡང་ ཧིང་སང་ས་འབད་བཞག་དགོ་ནི་ཨིན་མས།
1785,travel,ཧེ་མ་ལས་ སླབ་བཞག་མི་འདི་གིས་ འགྲོ་འགྲུལ་འཐབ་མི་ཚུ་ལུ་ ས་སྒོ་དེ་ཁ་ལུ་ལྷོད་པའི་སྐབས་ལུ་ ཞག་ཉལ་ས་ཅིག་ཡོད་ཟེར་ བློ་བདེ་ཏོག་ཏོ་འགྱོ་དོ་ཡོདཔ་ཨིན།
1941,travel,ཁྲོམ་ཚོགས་འདི་ནང་ རང་ལུགས་ཊར་ཀི་ལས་ མེ་ཌི་ཊེ་རེ་ནི་ཡཱན་ཡུ་རོབ་ཀྱི་ གནས་ཁམས་ལྡན་རུང་ གདོང་ཕྱོགས་ཤེལ་ཁྲམ་ལྡན་པའི་སྒྲིང་ཁྱིམ་དང་ དེང་སང་ཚོང་སྡེ་ཚུ་ནང་ རང་ལུགས་རྫ་ལེབ་དམར་པོའི་ཁྱིམ་ཐོག་དང་ དུས་རབས་༡༨ པའི་ཚོང་ཁྲོམ་ དེ་ལས་ ཁ་ཆེའི་ལྷ་ཁང་དང་ ཡེ་ཤུའི་ལྷ་ཁང་ཚུ་ ཆགས་ཡོདཔ་ཨིན་མས།
996,travel,དེ་ཚུ་ཆ་མཉམ་ནང་ལུ་ གནམ་གྲུའི་ལས་གཡོག་ལུ་ ཐད་ཀར་དུ་ བརྒྱུད་འཕྲིན་གཏང་སྟེ་ བདག་སྲུང་འབད་ཚུགས།
